Campus,Year,Session,Subject,Course,Section,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,85-89.1,90-100.1
UBCV,2021.0,W,ECON,398.0,1,45.0,72.53333333,21.2406129,100.0,3.0,5.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,6.0,6.0,8.0,,
UBCV,2021.0,W,ECON,398.0,OVERALL,45.0,72.53333333,21.2406129,100.0,3.0,5.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,6.0,6.0,8.0,,
UBCV,2021.0,W,ECON,421.0,3,32.0,81.28125,17.56873024,97.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,7.0,12.0,,
UBCV,2021.0,W,ECON,421.0,OVERALL,32.0,81.28125,17.56873024,97.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,7.0,12.0,,
UBCV,2021.0,W,ECON,425.0,2,34.0,77.91176471,15.09438516,100.0,32.0,1.0,2.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0,4.0,9.0,,
UBCV,2021.0,W,ECON,425.0,3,46.0,72.10869565,16.83676963,95.0,10.0,3.0,1.0,2.0,2.0,4.0,2.0,8.0,6.0,12.0,4.0,2.0,,
UBCV,2021.0,W,ECON,425.0,OVERALL,80.0,74.575,16.27825683,100.0,10.0,4.0,3.0,2.0,4.0,5.0,7.0,9.0,11.0,16.0,8.0,11.0,,
UBCV,2021.0,W,ECON,441.0,1,50.0,79.66,10.38564551,97.0,50.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,6.0,13.0,12.0,6.0,,
UBCV,2021.0,W,ECON,441.0,5,54.0,75.64814815,12.53998497,94.0,35.0,1.0,1.0,2.0,5.0,5.0,7.0,6.0,5.0,6.0,9.0,7.0,,
UBCV,2021.0,W,ECON,441.0,OVERALL,104.0,77.57692308,11.67412898,97.0,35.0,1.0,3.0,3.0,6.0,8.0,10.0,9.0,11.0,19.0,21.0,13.0,,
UBCV,2021.0,W,ECON,442.0,2,42.0,73.38095238,15.9571872,96.0,4.0,1.0,0.0,3.0,4.0,7.0,5.0,2.0,5.0,4.0,6.0,5.0,,
UBCV,2021.0,W,ECON,442.0,3,76.0,81.32894737,7.11690599,96.0,62.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0,13.0,20.0,18.0,10.0,,
UBCV,2021.0,W,ECON,442.0,OVERALL,118.0,78.5,11.67490552,96.0,4.0,1.0,0.0,3.0,5.0,9.0,10.0,9.0,18.0,24.0,24.0,15.0,,
UBCV,2021.0,W,ECON,451.0,2,46.0,80.19565217,8.855932262,91.0,53.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,11.0,14.0,5.0,,
UBCV,2021.0,W,ECON,451.0,OVERALL,46.0,80.19565217,8.855932262,91.0,53.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,11.0,14.0,5.0,,
UBCV,2021.0,W,ECON,455.0,2,19.0,76.21052632,15.97768912,95.0,43.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,5.0,,
UBCV,2021.0,W,ECON,455.0,3,40.0,77.625,13.27555591,98.0,43.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,8.0,4.0,9.0,,
UBCV,2021.0,W,ECON,455.0,OVERALL,59.0,77.16949153,14.07755923,98.0,43.0,3.0,3.0,2.0,1.0,4.0,5.0,6.0,4.0,11.0,6.0,14.0,,
UBCV,2021.0,W,ECON,456.0,1,53.0,78.24528302,11.72424454,99.0,50.0,0.0,3.0,1.0,2.0,2.0,7.0,4.0,10.0,7.0,7.0,10.0,,
UBCV,2021.0,W,ECON,456.0,2,40.0,77.05,9.564759034,96.0,50.0,0.0,1.0,0.0,1.0,4.0,8.0,2.0,5.0,13.0,3.0,3.0,,
UBCV,2021.0,W,ECON,456.0,OVERALL,93.0,77.7311828,10.80875228,99.0,50.0,0.0,4.0,1.0,3.0,6.0,15.0,6.0,15.0,20.0,10.0,13.0,,
UBCV,2021.0,W,ECON,457.0,2,13.0,85.38461539,8.057485769,91.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,,
UBCV,2021.0,W,ECON,457.0,OVERALL,13.0,85.38461539,8.057485769,91.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,6.0,,
UBCV,2021.0,W,ECON,460.0,1,12.0,84.75,7.581376704,94.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,,
UBCV,2021.0,W,ECON,460.0,OVERALL,12.0,84.75,7.581376704,94.0,68.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,,
UBCV,2021.0,W,ECON,465.0,2,26.0,78.57692308,19.60851463,100.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,5.0,4.0,3.0,7.0,,
UBCV,2021.0,W,ECON,465.0,OVERALL,26.0,78.57692308,19.60851463,100.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,5.0,4.0,3.0,7.0,,
UBCV,2021.0,W,ECON,471.0,2,78.0,80.76923077,10.41218452,99.0,37.0,1.0,1.0,1.0,2.0,1.0,5.0,8.0,9.0,18.0,20.0,12.0,,
UBCV,2021.0,W,ECON,471.0,OVERALL,78.0,80.76923077,10.41218452,99.0,37.0,1.0,1.0,1.0,2.0,1.0,5.0,8.0,9.0,18.0,20.0,12.0,,
UBCV,2021.0,W,ECON,472.0,3,51.0,74.52941177,17.87663608,92.0,0.0,3.0,1.0,3.0,2.0,1.0,6.0,5.0,3.0,8.0,16.0,3.0,,
UBCV,2021.0,W,ECON,472.0,OVERALL,51.0,74.52941177,17.87663608,92.0,0.0,3.0,1.0,3.0,2.0,1.0,6.0,5.0,3.0,8.0,16.0,3.0,,
UBCV,2021.0,W,ECON,485.0,1,87.0,76.67816092,17.73217694,100.0,3.0,3.0,7.0,3.0,3.0,4.0,4.0,8.0,10.0,8.0,19.0,18.0,,
UBCV,2021.0,W,ECON,485.0,OVERALL,87.0,76.67816092,17.73217694,100.0,3.0,3.0,7.0,3.0,3.0,4.0,4.0,8.0,10.0,8.0,19.0,18.0,,
UBCV,2021.0,W,ECON,490.0,3,20.0,80.55,5.942487517,91.0,70.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,8.0,2.0,3.0,,
UBCV,2021.0,W,ECON,490.0,5,22.0,83.09090909,5.630775054,95.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,11.0,3.0,3.0,,
UBCV,2021.0,W,ECON,490.0,11,20.0,85.95,5.623961893,93.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,8.0,4.0,,
UBCV,2021.0,W,ECON,490.0,12,20.0,84.1,6.496152708,98.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,4.0,,
UBCV,2021.0,W,ECON,490.0,13,20.0,93.65,3.116593957,98.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,,
UBCV,2021.0,W,ECON,490.0,14,20.0,79.8,11.63298396,97.0,51.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,5.0,5.0,,
UBCV,2021.0,W,ECON,490.0,15,20.0,82.0,10.39736809,100.0,60.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,4.0,4.0,4.0,,
UBCV,2021.0,W,ECON,490.0,16,21.0,84.76190476,28.33355742,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,,
UBCV,2021.0,W,ECON,490.0,17,19.0,76.10526316,4.886429472,85.0,68.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,5.0,1.0,0.0,,
UBCV,2021.0,W,ECON,490.0,18,64.0,79.09375,8.98979801,94.0,55.0,0.0,0.0,2.0,4.0,2.0,4.0,5.0,6.0,22.0,14.0,5.0,,
UBCV,2021.0,W,ECON,490.0,OVERALL,246.0,82.26422764,11.73688155,100.0,0.0,2.0,1.0,3.0,5.0,2.0,14.0,16.0,34.0,61.0,46.0,62.0,,
UBCV,2021.0,W,ECON,493.0,1,90.0,76.03333333,11.95539463,98.0,50.0,0.0,2.0,7.0,7.0,9.0,10.0,8.0,6.0,13.0,14.0,14.0,,
UBCV,2021.0,W,ECON,493.0,OVERALL,90.0,76.03333333,11.95539463,98.0,50.0,0.0,2.0,7.0,7.0,9.0,10.0,8.0,6.0,13.0,14.0,14.0,,
UBCV,2021.0,W,ECON,494.0,1,24.0,84.91666667,5.064082102,92.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,13.0,4.0,,
UBCV,2021.0,W,ECON,494.0,2,26.0,80.19230769,18.5105791,96.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,8.0,6.0,,
UBCV,2021.0,W,ECON,494.0,3,20.0,84.8,4.606631376,93.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,6.0,3.0,,
UBCV,2021.0,W,ECON,494.0,4,22.0,84.5,3.247709816,90.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.0,,
UBCV,2021.0,W,ECON,494.0,OVERALL,92.0,83.45652174,10.57096692,96.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,11.0,24.0,36.0,15.0,,
UBCV,2021.0,W,ECON,495.0,3,10.0,88.1,4.748099035,93.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,,
UBCV,2021.0,W,ECON,495.0,OVERALL,10.0,88.1,4.748099035,93.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,,
UBCV,2021.0,W,ECON,499.0,2,10.0,78.3,20.73135039,94.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,,
UBCV,2021.0,W,ECON,499.0,OVERALL,10.0,78.3,20.73135039,94.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,,
,,,,,,,,,,,,,,,,,,,,,,,
UBCV,2021.0,W,POLI,100.0,1,118.0,74.38135593,12.334317,90.0,0.0,4.0,0.0,4.0,5.0,11.0,13.0,18.0,13.0,31.0,16.0,3.0,,
UBCV,2021.0,W,POLI,100.0,2,147.0,76.80952381,11.02135743,91.0,15.0,2.0,3.0,5.0,5.0,3.0,13.0,14.0,31.0,39.0,30.0,2.0,,
UBCV,2021.0,W,POLI,100.0,3,161.0,71.38509317,14.05527575,92.0,0.0,9.0,7.0,4.0,9.0,16.0,20.0,20.0,25.0,31.0,17.0,3.0,,
UBCV,2021.0,W,POLI,100.0,4,158.0,76.41139241,14.42093743,94.0,0.0,6.0,2.0,2.0,5.0,2.0,10.0,22.0,38.0,31.0,31.0,9.0,,
UBCV,2021.0,W,POLI,100.0,227,109.0,72.27522936,15.280023,91.0,0.0,3.0,3.0,4.0,9.0,9.0,13.0,13.0,20.0,22.0,6.0,7.0,,
UBCV,2021.0,W,POLI,100.0,228,80.0,71.4875,15.87290802,89.0,0.0,5.0,4.0,2.0,3.0,5.0,12.0,10.0,11.0,17.0,11.0,0.0,,
UBCV,2021.0,W,POLI,100.0,OVERALL,860.0,74.22906977,13.60878103,94.0,0.0,31.0,21.0,25.0,40.0,50.0,87.0,107.0,156.0,191.0,123.0,29.0,,
UBCV,2021.0,W,POLI,100.0,V01,87.0,75.93103448,10.71164668,90.0,37.0,2.0,2.0,4.0,4.0,4.0,6.0,10.0,18.0,20.0,12.0,5.0,,
UBCV,2021.0,W,POLI,101.0,1,225.0,71.56,11.97084255,91.0,0.0,7.0,7.0,12.0,11.0,23.0,33.0,37.0,41.0,36.0,16.0,2.0,,
UBCV,2021.0,W,POLI,101.0,2,227.0,70.93392071,16.4419075,91.0,0.0,17.0,11.0,9.0,10.0,11.0,22.0,39.0,31.0,51.0,20.0,6.0,,
UBCV,2021.0,W,POLI,101.0,99,99.0,74.08080808,14.60128368,93.0,8.0,6.0,4.0,1.0,1.0,5.0,10.0,15.0,20.0,18.0,14.0,5.0,,
UBCV,2021.0,W,POLI,101.0,227,108.0,70.02777778,17.10902824,90.0,0.0,11.0,3.0,7.0,6.0,8.0,8.0,9.0,21.0,20.0,14.0,1.0,,
UBCV,2021.0,W,POLI,101.0,OVERALL,744.0,71.29301075,15.57788247,93.0,0.0,49.0,30.0,32.0,31.0,51.0,77.0,111.0,133.0,141.0,71.0,18.0,,
UBCV,2021.0,W,POLI,101.0,V01,85.0,69.90588235,20.04258771,91.0,0.0,8.0,5.0,3.0,3.0,4.0,4.0,11.0,20.0,16.0,7.0,4.0,,
UBCV,2021.0,W,POLI,110.0,1,214.0,72.90186916,11.26233059,92.0,12.0,8.0,7.0,5.0,14.0,19.0,28.0,27.0,40.0,46.0,18.0,2.0,,
UBCV,2021.0,W,POLI,110.0,2,185.0,75.88108108,15.48691309,100.0,2.0,11.0,7.0,8.0,5.0,9.0,20.0,13.0,18.0,34.0,25.0,35.0,,
UBCV,2021.0,W,POLI,110.0,OVERALL,399.0,74.28320802,13.45278338,100.0,2.0,19.0,14.0,13.0,19.0,28.0,48.0,40.0,58.0,80.0,43.0,37.0,,
UBCV,2021.0,W,POLI,220.0,1,106.0,79.86792453,10.21397313,94.0,28.0,1.0,0.0,2.0,3.0,5.0,9.0,12.0,10.0,23.0,23.0,18.0,,
UBCV,2021.0,W,POLI,220.0,2,56.0,72.53571429,15.31245991,92.0,22.0,6.0,2.0,0.0,3.0,4.0,5.0,6.0,8.0,11.0,8.0,3.0,,
UBCV,2021.0,W,POLI,220.0,OVERALL,162.0,77.33333333,12.66383318,94.0,22.0,7.0,2.0,2.0,6.0,9.0,14.0,18.0,18.0,34.0,31.0,21.0,,
UBCV,2021.0,W,POLI,240.0,1,186.0,75.98387097,12.39855083,94.0,0.0,6.0,3.0,8.0,4.0,13.0,16.0,21.0,21.0,49.0,30.0,15.0,,
UBCV,2021.0,W,POLI,240.0,2,182.0,72.76923077,15.81144206,92.0,0.0,15.0,3.0,6.0,7.0,11.0,13.0,20.0,30.0,49.0,26.0,2.0,,
UBCV,2021.0,W,POLI,240.0,OVERALL,368.0,74.39402174,14.26107933,94.0,0.0,21.0,6.0,14.0,11.0,24.0,29.0,41.0,51.0,98.0,56.0,17.0,,
UBCV,2021.0,W,POLI,260.0,1,168.0,72.5952381,14.70477461,89.0,0.0,9.0,2.0,5.0,10.0,8.0,17.0,31.0,32.0,33.0,21.0,0.0,,
UBCV,2021.0,W,POLI,260.0,2,116.0,74.25862069,13.6707372,87.0,2.0,4.0,6.0,5.0,4.0,2.0,6.0,15.0,12.0,48.0,14.0,0.0,,
UBCV,2021.0,W,POLI,260.0,3,242.0,77.40909091,11.53930681,91.0,1.0,6.0,0.0,4.0,6.0,12.0,11.0,19.0,49.0,94.0,36.0,5.0,,
UBCV,2021.0,W,POLI,260.0,OVERALL,526.0,75.17680608,13.24613561,91.0,0.0,19.0,8.0,14.0,20.0,22.0,34.0,65.0,93.0,175.0,71.0,5.0,,
UBCV,2021.0,W,POLI,302.0,1,90.0,73.57777778,14.24108456,93.0,5.0,4.0,2.0,3.0,6.0,5.0,10.0,13.0,8.0,19.0,18.0,2.0,,
UBCV,2021.0,W,POLI,302.0,OVERALL,90.0,73.57777778,14.24108456,93.0,5.0,4.0,2.0,3.0,6.0,5.0,10.0,13.0,8.0,19.0,18.0,2.0,,
UBCV,2021.0,W,POLI,308.0,2,91.0,76.87912088,9.923972284,92.0,40.0,2.0,2.0,0.0,6.0,4.0,7.0,10.0,14.0,28.0,14.0,4.0,,
UBCV,2021.0,W,POLI,308.0,OVERALL,91.0,76.87912088,9.923972284,92.0,40.0,2.0,2.0,0.0,6.0,4.0,7.0,10.0,14.0,28.0,14.0,4.0,,
UBCV,2021.0,W,POLI,308.0,1,15.0,92.33333333,8.29515062,100.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,,
UBCV,2021.0,W,POLI,308.0,OVERALL,15.0,92.33333333,8.29515062,100.0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,,
UBCV,2021.0,W,POLI,309.0,1,47.0,75.29787234,7.427665364,85.0,51.0,0.0,1.0,0.0,4.0,4.0,1.0,8.0,15.0,13.0,1.0,0.0,,
UBCV,2021.0,W,POLI,309.0,OVERALL,47.0,75.29787234,7.427665364,85.0,51.0,0.0,1.0,0.0,4.0,4.0,1.0,8.0,15.0,13.0,1.0,0.0,,
UBCV,2021.0,W,POLI,320.0,2,99.0,77.96969697,12.13231016,98.0,38.0,2.0,2.0,2.0,6.0,9.0,6.0,13.0,11.0,15.0,16.0,17.0,,
UBCV,2021.0,W,POLI,320.0,OVERALL,99.0,77.96969697,12.13231016,98.0,38.0,2.0,2.0,2.0,6.0,9.0,6.0,13.0,11.0,15.0,16.0,17.0,,
UBCV,2021.0,W,POLI,320.0,1,66.0,73.25757576,8.727164675,91.0,50.0,0.0,3.0,1.0,2.0,9.0,11.0,15.0,8.0,12.0,2.0,3.0,,
UBCV,2021.0,W,POLI,320.0,OVERALL,66.0,73.25757576,8.727164675,91.0,50.0,0.0,3.0,1.0,2.0,9.0,11.0,15.0,8.0,12.0,2.0,3.0,,
UBCV,2021.0,W,POLI,321.0,1,76.0,78.21052632,7.686031988,90.0,51.0,0.0,1.0,1.0,1.0,0.0,9.0,10.0,12.0,20.0,19.0,3.0,,
UBCV,2021.0,W,POLI,321.0,2,95.0,75.11578947,13.12935898,89.0,8.0,4.0,0.0,1.0,1.0,3.0,11.0,14.0,18.0,35.0,8.0,0.0,,
UBCV,2021.0,W,POLI,321.0,OVERALL,171.0,76.49122807,11.12462474,90.0,8.0,4.0,1.0,2.0,2.0,3.0,20.0,24.0,30.0,55.0,27.0,3.0,,
UBCV,2021.0,W,POLI,324.0,1,65.0,80.4,9.560334722,93.0,45.0,2.0,0.0,1.0,0.0,1.0,3.0,7.0,9.0,16.0,19.0,7.0,,
UBCV,2021.0,W,POLI,324.0,OVERALL,65.0,80.4,9.560334722,93.0,45.0,2.0,0.0,1.0,0.0,1.0,3.0,7.0,9.0,16.0,19.0,7.0,,
UBCV,2021.0,W,POLI,327.0,1,61.0,69.85245902,15.34039989,89.0,0.0,3.0,1.0,2.0,4.0,4.0,12.0,14.0,9.0,10.0,2.0,0.0,,
UBCV,2021.0,W,POLI,327.0,OVERALL,61.0,69.85245902,15.34039989,89.0,0.0,3.0,1.0,2.0,4.0,4.0,12.0,14.0,9.0,10.0,2.0,0.0,,
UBCV,2021.0,W,POLI,328.0,1,75.0,75.0,13.27769925,92.0,18.0,2.0,5.0,1.0,3.0,5.0,9.0,8.0,7.0,18.0,9.0,8.0,,
UBCV,2021.0,W,POLI,328.0,OVERALL,75.0,75.0,13.27769925,92.0,18.0,2.0,5.0,1.0,3.0,5.0,9.0,8.0,7.0,18.0,9.0,8.0,,
UBCV,2021.0,W,POLI,328.0,1,90.0,77.22222222,16.31073113,92.0,0.0,4.0,1.0,1.0,0.0,3.0,3.0,12.0,12.0,30.0,15.0,9.0,,
UBCV,2021.0,W,POLI,328.0,OVERALL,90.0,77.22222222,16.31073113,92.0,0.0,4.0,1.0,1.0,0.0,3.0,3.0,12.0,12.0,30.0,15.0,9.0,,
UBCV,2021.0,W,POLI,333.0,1,76.0,74.94736842,10.7143452,93.0,25.0,1.0,2.0,4.0,4.0,3.0,6.0,11.0,17.0,19.0,7.0,2.0,,
UBCV,2021.0,W,POLI,333.0,OVERALL,76.0,74.94736842,10.7143452,93.0,25.0,1.0,2.0,4.0,4.0,3.0,6.0,11.0,17.0,19.0,7.0,2.0,,
UBCV,2021.0,W,POLI,333.0,1,53.0,74.03773585,23.49710478,92.0,0.0,7.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,18.0,14.0,5.0,,
UBCV,2021.0,W,POLI,333.0,OVERALL,53.0,74.03773585,23.49710478,92.0,0.0,7.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,18.0,14.0,5.0,,
UBCV,2021.0,W,POLI,333.0,1,37.0,77.05405405,15.39831511,94.0,6.0,1.0,0.0,1.0,1.0,2.0,4.0,6.0,7.0,2.0,6.0,7.0,,
UBCV,2021.0,W,POLI,333.0,OVERALL,37.0,77.05405405,15.39831511,94.0,6.0,1.0,0.0,1.0,1.0,2.0,4.0,6.0,7.0,2.0,6.0,7.0,,
UBCV,2021.0,W,POLI,333.0,1,15.0,96.86666667,4.969430359,100.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,,
UBCV,2021.0,W,POLI,333.0,OVERALL,15.0,96.86666667,4.969430359,100.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,,
UBCV,2021.0,W,POLI,334.0,1,89.0,74.74157303,19.38340908,93.0,2.0,10.0,2.0,2.0,1.0,2.0,4.0,5.0,10.0,22.0,24.0,7.0,,
UBCV,2021.0,W,POLI,334.0,OVERALL,89.0,74.74157303,19.38340908,93.0,2.0,10.0,2.0,2.0,1.0,2.0,4.0,5.0,10.0,22.0,24.0,7.0,,
UBCV,2021.0,W,POLI,341.0,1,55.0,73.03636364,16.61989397,91.0,4.0,3.0,0.0,2.0,1.0,8.0,8.0,4.0,7.0,12.0,7.0,3.0,,
UBCV,2021.0,W,POLI,341.0,OVERALL,55.0,73.03636364,16.61989397,91.0,4.0,3.0,0.0,2.0,1.0,8.0,8.0,4.0,7.0,12.0,7.0,3.0,,
UBCV,2021.0,W,POLI,341.0,2,64.0,77.21875,5.137687547,88.0,62.0,0.0,0.0,0.0,1.0,2.0,5.0,16.0,21.0,14.0,5.0,0.0,,
UBCV,2021.0,W,POLI,341.0,OVERALL,64.0,77.21875,5.137687547,88.0,62.0,0.0,0.0,0.0,1.0,2.0,5.0,16.0,21.0,14.0,5.0,0.0,,
UBCV,2021.0,W,POLI,341.0,1,62.0,75.83870968,12.13340268,89.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,22.0,11.0,9.0,0.0,,
UBCV,2021.0,W,POLI,341.0,OVERALL,62.0,75.83870968,12.13340268,89.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,8.0,22.0,11.0,9.0,0.0,,
UBCV,2021.0,W,POLI,343.0,1,42.0,66.0952381,28.85270374,87.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,11.0,6.0,0.0,,
UBCV,2021.0,W,POLI,343.0,OVERALL,42.0,66.0952381,28.85270374,87.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,11.0,6.0,0.0,,
UBCV,2021.0,W,POLI,344.0,1,95.0,75.56842105,17.73543912,92.0,0.0,4.0,4.0,2.0,3.0,2.0,5.0,6.0,16.0,20.0,25.0,8.0,,
UBCV,2021.0,W,POLI,344.0,OVERALL,95.0,75.56842105,17.73543912,92.0,0.0,4.0,4.0,2.0,3.0,2.0,5.0,6.0,16.0,20.0,25.0,8.0,,
UBCV,2021.0,W,POLI,347.0,1,55.0,72.14545455,14.72264341,86.0,11.0,5.0,0.0,0.0,2.0,2.0,2.0,13.0,14.0,16.0,1.0,0.0,,
UBCV,2021.0,W,POLI,347.0,OVERALL,55.0,72.14545455,14.72264341,86.0,11.0,5.0,0.0,0.0,2.0,2.0,2.0,13.0,14.0,16.0,1.0,0.0,,
UBCV,2021.0,W,POLI,350.0,2,50.0,84.92,6.826837795,94.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,9.0,20.0,12.0,,
UBCV,2021.0,W,POLI,350.0,OVERALL,50.0,84.92,6.826837795,94.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,9.0,20.0,12.0,,
UBCV,2021.0,W,POLI,351.0,1,68.0,71.27941177,13.37947368,93.0,28.0,5.0,4.0,2.0,6.0,1.0,11.0,7.0,13.0,10.0,8.0,1.0,,
UBCV,2021.0,W,POLI,351.0,OVERALL,68.0,71.27941177,13.37947368,93.0,28.0,5.0,4.0,2.0,6.0,1.0,11.0,7.0,13.0,10.0,8.0,1.0,,
UBCV,2021.0,W,POLI,352.0,1,54.0,72.07407407,10.7490269,85.0,42.0,3.0,2.0,1.0,5.0,1.0,7.0,12.0,9.0,11.0,3.0,0.0,,
UBCV,2021.0,W,POLI,352.0,OVERALL,54.0,72.07407407,10.7490269,85.0,42.0,3.0,2.0,1.0,5.0,1.0,7.0,12.0,9.0,11.0,3.0,0.0,,
UBCV,2021.0,W,POLI,360.0,2,83.0,67.81927711,19.82985221,94.0,0.0,10.0,3.0,4.0,5.0,8.0,10.0,11.0,5.0,13.0,8.0,6.0,,
UBCV,2021.0,W,POLI,360.0,OVERALL,83.0,67.81927711,19.82985221,94.0,0.0,10.0,3.0,4.0,5.0,8.0,10.0,11.0,5.0,13.0,8.0,6.0,,
UBCV,2021.0,W,POLI,364.0,1,71.0,75.01408451,13.19468828,85.0,26.0,5.0,0.0,0.0,0.0,3.0,7.0,6.0,18.0,30.0,2.0,0.0,,
UBCV,2021.0,W,POLI,364.0,OVERALL,71.0,75.01408451,13.19468828,85.0,26.0,5.0,0.0,0.0,0.0,3.0,7.0,6.0,18.0,30.0,2.0,0.0,,
UBCV,2021.0,W,POLI,366.0,1,69.0,75.60869565,11.78635476,91.0,25.0,3.0,0.0,1.0,2.0,3.0,10.0,7.0,12.0,17.0,12.0,2.0,,
UBCV,2021.0,W,POLI,366.0,2,71.0,67.71830986,20.33447677,90.0,0.0,9.0,3.0,2.0,3.0,3.0,10.0,11.0,9.0,12.0,8.0,1.0,,
UBCV,2021.0,W,POLI,366.0,OVERALL,140.0,71.60714286,17.08409013,91.0,0.0,12.0,3.0,3.0,5.0,6.0,20.0,18.0,21.0,29.0,20.0,3.0,,
UBCV,2021.0,W,POLI,367.0,1,84.0,74.47619048,9.926811923,91.0,35.0,4.0,0.0,0.0,1.0,1.0,17.0,22.0,12.0,18.0,7.0,2.0,,
UBCV,2021.0,W,POLI,367.0,OVERALL,84.0,74.47619048,9.926811923,91.0,35.0,4.0,0.0,0.0,1.0,1.0,17.0,22.0,12.0,18.0,7.0,2.0,,
UBCV,2021.0,W,POLI,369.0,1,68.0,80.51470588,8.017690603,95.0,59.0,0.0,0.0,1.0,1.0,3.0,5.0,7.0,11.0,15.0,18.0,7.0,,
UBCV,2021.0,W,POLI,369.0,OVERALL,68.0,80.51470588,8.017690603,95.0,59.0,0.0,0.0,1.0,1.0,3.0,5.0,7.0,11.0,15.0,18.0,7.0,,
UBCV,2021.0,W,POLI,369.0,1,100.0,79.5,9.43076847,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,23.0,41.0,23.0,1.0,,
UBCV,2021.0,W,POLI,369.0,OVERALL,100.0,79.5,9.43076847,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,23.0,41.0,23.0,1.0,,
UBCV,2021.0,W,POLI,369.0,1,100.0,84.98,12.77148022,100.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,8.0,14.0,27.0,41.0,,
UBCV,2021.0,W,POLI,369.0,OVERALL,100.0,84.98,12.77148022,100.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,8.0,14.0,27.0,41.0,,
UBCV,2021.0,W,POLI,370.0,1,97.0,77.69072165,16.75333352,95.0,5.0,5.0,2.0,1.0,6.0,0.0,2.0,11.0,10.0,23.0,21.0,16.0,,
